,business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,price_level,permanently_closed
624,OPERATIONAL,"{'location': {'lat': 45.3929521, 'lng': 11.87392}, 'viewport': {'northeast': {'lat': 45.3942770802915, 'lng': 11.8752195302915}, 'southwest': {'lat': 45.3915791197085, 'lng': 11.8725215697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Principe d'Altamura,{'open_now': False},"[{'height': 900, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101612223788963991209"">Ristorante Principe d&#39;Altamura</a>'], 'photo_reference': 'ATKogpcHETt7z2c90QVr2PEB70py5wCPjK6OjjaINRrOxPFKnmsaYoE-pEC7yV75nZxCp_5-lQqwT31pv2LvN8vEjJpLkvVwQKtd-oN77Is6q9aup_BxKjro5tv2T6XkbFHmVkI2ZT-VjkqAn7MRd5rhlM5u7iVEEJiUG7b4sihiiJNjAbeZYvNrhBcNNQ07wreamJ-XjgKw9wWCRk11TIj9gR6oExrYi4putZbQYKuCLz0lc0CxbWPnQTgFVFsTMEiKpxlNBAr5E02PpDH9Ve_0pGwIJOntsrKsXDrKEEjs84UeVarCkfdM5qsy10FExSO4yEE8OJwEUWA', 'width': 1599}]",ChIJF1vvva7bfkcRpJfv1BpvP90,"{'compound_code': '9VVF+5H Padua, Province of Padua, Italy', 'global_code': '8FQH9VVF+5H'}",4.5,ChIJF1vvva7bfkcRpJfv1BpvP90,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",381.0,"Via Giovanni Malaman, 7, Padova",2.0,
625,OPERATIONAL,"{'location': {'lat': 45.3906656, 'lng': 11.8711152}, 'viewport': {'northeast': {'lat': 45.3920207802915, 'lng': 11.8725505302915}, 'southwest': {'lat': 45.3893228197085, 'lng': 11.8698525697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Ristorante Azuma,{'open_now': False},"[{'height': 3021, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116413303123541228372"">Ristorante Azuma</a>'], 'photo_reference': 'ATKogpfNuElLvleyxTsIRR9Ad8BgXpADLorWr5CQFoo7T-xPWGEWwtHNWIk4-fqJgLDLdl32PEw3brZO3G2ZkisVLED1EjYfPN1ueHAWZUsq_5wUn2yHsV2Edw29Dju02-DysSn7Gum7vRIs3Pv_fUsCdJhXJGQ2HZDFsZ3T1BsDApi-qbfM9b__oilGfRLQvFmxc2nWOEOSOmuPboTRZOhzHoFuZQGd4VwMaHsWM_3l5S5zzfJvr7SwBPg8f6c0G-sUfoOxYZWIX1MuQAwRPOO6eNZ2zdlQstXPIIqSxoD7Dhbl57ce2Ww2h-8l5lsNco_jZjgg0AMWqkw', 'width': 4032}]",ChIJ12KrySbbfkcRfX6WlO1ZzTU,"{'compound_code': '9VRC+7C Padua, Province of Padua, Italy', 'global_code': '8FQH9VRC+7C'}",4.4,ChIJ12KrySbbfkcRfX6WlO1ZzTU,GOOGLE,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",351.0,"Via Andrea Costa, 12, Padova",2.0,
626,OPERATIONAL,"{'location': {'lat': 45.3911159, 'lng': 11.8726068}, 'viewport': {'northeast': {'lat': 45.39253018029149, 'lng': 11.8739195302915}, 'southwest': {'lat': 45.3898322197085, 'lng': 11.8712215697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Buonafortuna,{'open_now': False},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108067124090393298844"">Lucia Foresta</a>'], 'photo_reference': 'ATKogpezP2bKh0vstN6E2M8s3jN8BK5X1_VeJ0IjgMTonTsSh3EYm8tMvaYNWosVcNo_M0CUTH2Tp5DRqFmfCET6HZhQVPRro2apgI3J0WUviPC97Vp06ohWjSW368byuXB_1gqkdblcssK_Vc0-rzeq9WaEn5Otn2JfhTyRX6n3DDVQTwYwWI-6M9QhlUZOe7Q8gTWx_QxmVGz5-TrlPYKW45qYokapcRn2JMO5DEWPJ1puoxriLQ6EAHjh4e1rFFlvERajqvUkdZYH1L4M6bnDqPuY89fbg-0B4J3q5kqWGhHdvRvWC8lsyndVAxxZMwzyuzmhiAaQkUUWm2RBngUTB2PvYhylRoE4yGEXQ4KfTCO-Wsf7AbvNx-HiXb4Krs8jTNH3fd0rwDNwvnHi1k5o8Fk2ycSu9b8I-DI_JE3WVK-HCJS1QnU5KUDBp6IDUDBEXMhKzQ9585oJUxvisARgTEVEXxidQ9-ZgiX1bvQat-JhWhVYohxI30OGvk-uoWNZqFEkyRYG9USBzECJFVkgsIPoFysP2kvGvpQUFjpDDU69L6KIy7QqRnHRJS-B6d5TLxEQ-FZovpTc1SEpT-thLOJUsh0DnK-8UoDT2St9uHLah4mu_URYjlh57iVGbMCzubjs-g', 'width': 3024}]",ChIJnyAJGK_bfkcRhcgf7Gzr3h8,"{'compound_code': '9VRF+C2 Padua, Province of Padua, Italy', 'global_code': '8FQH9VRF+C2'}",4.2,ChIJnyAJGK_bfkcRhcgf7Gzr3h8,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",166.0,"Via Giordano Bruno, 12, Padova",1.0,
627,OPERATIONAL,"{'location': {'lat': 45.3948052, 'lng': 11.8726444}, 'viewport': {'northeast': {'lat': 45.3961709802915, 'lng': 11.8739396302915}, 'southwest': {'lat': 45.3934730197085, 'lng': 11.8712416697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Eurasia Padova,{'open_now': False},"[{'height': 829, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108356141926439010493"">Eurasia Padova</a>'], 'photo_reference': 'ATKogpeH3u2gZmFzEGhydUf3gLM47dEKHdboWul8HeSdWV8g4jcz8PmARq_ru_Qvczj6y0tJSj7d4hj1EdeTN7cL4L5jhEW2GuzH-s8cQUp75lNjRFl5M6qDpBoiAghOdmaVwwpB5bhN6uK8BFp00psdG5LiSOmmRPdZTOzrJkwErXgs2KP5zayZnWoC1fVy-eAy56ccW0MyqnxiUPOIWoOlSkPd9O729pnAA0SFJFrpC2cSVWKcbMOUPzH8INpT2-DRncJH95ef4BIekMuMuAPaOhSud3tylxccebdkbGaAnBH5Vmbgdq8ufqjE9eEZpA_1N010iPVvVUM', 'width': 1230}]",ChIJS8Zwza3bfkcRMGOy4MADlu8,"{'compound_code': '9VVF+W3 Padua, Province of Padua, Italy', 'global_code': '8FQH9VVF+W3'}",4.6,ChIJS8Zwza3bfkcRMGOy4MADlu8,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",25.0,"Corso Vittorio Emanuele II, 167, Padova",,
628,OPERATIONAL,"{'location': {'lat': 45.3902308, 'lng': 11.8706773}, 'viewport': {'northeast': {'lat': 45.3915409802915, 'lng': 11.8721027302915}, 'southwest': {'lat': 45.3888430197085, 'lng': 11.8694047697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Anna e Rido Padova,{'open_now': False},"[{'height': 1868, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111209455785037909979"">Pietro Galvagno</a>'], 'photo_reference': 'ATKogpeKAI27IenQxldqRsR0Aie-FnWZdZpV3CmUyj2TdvIMzgEvPjO5ym_oVJM_T3RqD7VA-eldz0j-GVOchUAKrepixoCBZTF3jxvgMQZZJ2c9pMriJiXcLH0aGPn-xU4J4Xm_6vTanO5X9wweb-Flb0jd9tbNxMrgUzbqcxswfmmaQ8ayhvg54nWBN9XVkl1LSshQXB8cncQ1oc4J-lHumTOKAboSsXau-pZogbwuXqcNzqDDCA_CS_9XE6GUHGKOOwzEgTgihJruX_U6PoGcTenoMh-mFliph-lnIu-I_XFSXwYkpZfJO8yQrfVLk2YgndM6K3Oh48e3N0NceRZ7ZG2IqHG4EGHhkYxJi0-5g7LkF0BvJRed4Z1V_rW0f_u9kVhkgCLpux5hkyUU1N9T8vhyWU4G81un7TFu281w28rTP4aG3Zq4bwJTDPWHC1xxLtaXM5QnKyoIhB5C59Z6kL42RbdsIHAJmzo5xr1vpOCk45wce2o84kYaZW8b5B81PScpGq9c24Y2oeQ6ltNR3-CLZ-vJq7GdeL-ewzzVK-PUbTUZPCLWugJVvl2yz9XjpMLwZbLclvWM8uDTHVM_2nK_CgiM12vhR68eGwVfiSqIMl7h44Vmdq_TFVVia269_XF_sg', 'width': 4000}]",ChIJHdait-HbfkcRrBjT4Evyw1Y,"{'compound_code': '9VRC+37 Padua, Province of Padua, Italy', 'global_code': '8FQH9VRC+37'}",4.5,ChIJHdait-HbfkcRrBjT4Evyw1Y,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",30.0,"Via Andrea Costa, 18/a, Padova",,
629,OPERATIONAL,"{'location': {'lat': 45.3902308, 'lng': 11.8706773}, 'viewport': {'northeast': {'lat': 45.3915409802915, 'lng': 11.8721027302915}, 'southwest': {'lat': 45.3888430197085, 'lng': 11.8694047697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Antonio Ferrari,,,ChIJk42wEgDbfkcR0Ke1V7vvX7U,"{'compound_code': '9VRC+37 Padua, Province of Padua, Italy', 'global_code': '8FQH9VRC+37'}",,ChIJk42wEgDbfkcR0Ke1V7vvX7U,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Andrea Costa, 18/a, Padova",,
630,OPERATIONAL,"{'location': {'lat': 45.3951035, 'lng': 11.8725697}, 'viewport': {'northeast': {'lat': 45.3964335302915, 'lng': 11.8739750802915}, 'southwest': {'lat': 45.3937355697085, 'lng': 11.8712771197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Pizza Express Taxi,,,ChIJOW-iy63bfkcRr1r5wt8SilI,"{'compound_code': '9VWF+22 Padua, Province of Padua, Italy', 'global_code': '8FQH9VWF+22'}",,ChIJOW-iy63bfkcRr1r5wt8SilI,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Corso Vittorio Emanuele II, 122, Padova",,
631,OPERATIONAL,"{'location': {'lat': 45.3895718, 'lng': 11.870461}, 'viewport': {'northeast': {'lat': 45.3909374802915, 'lng': 11.8717706802915}, 'southwest': {'lat': 45.3882395197085, 'lng': 11.8690727197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Caffe' Santa Cruz,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107791720255731998720"">Trattoria Santa Cruz cafe</a>'], 'photo_reference': 'ATKogpf5wWsqYGIOPcxumgjYRwBArO6AzYpqkB1D3jqtZahO55IS6DySr3T2eGkDvfeqWrnPmk5rzn12pjBoqYC27OPmm-RDl8n4sVoP62ztTUwfb_m-bKaCkzBYphoP7ht9flm2DiSYrfXXDgrerqGPFTc1E4ZC-gpQEZ5ELmBZbw2JnzD5Wkt7JG5alI7El07KbGmvzcogPxYubONjpvNjskj0Y2l-fJeQEIi-uJL1UBi4z-ZEJkA0dLaUWTUE-JahTczXVj_Y4YzcAbjvVKOqg94DD4OdiCyrY8z7neXTYitegzR-oQGuUkDcdWGuxX1wFIbSktz_yBg', 'width': 1080}]",ChIJzYQOgK_bfkcRR5S0Ca3rbME,"{'compound_code': '9VQC+R5 Padua, Province of Padua, Italy', 'global_code': '8FQH9VQC+R5'}",4.3,ChIJzYQOgK_bfkcRR5S0Ca3rbME,GOOGLE,"['cafe', 'bar', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",23.0,"Via Andrea Costa, 55, Padova",,
632,CLOSED_TEMPORARILY,"{'location': {'lat': 45.3933658, 'lng': 11.8758939}, 'viewport': {'northeast': {'lat': 45.3947277802915, 'lng': 11.8772378302915}, 'southwest': {'lat': 45.3920298197085, 'lng': 11.8745398697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Bastioni Paradiso,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102920796724918013258"">Luciano Callegaro</a>'], 'photo_reference': 'ATKogpd98GsgUN1JQ5q78z9A4enRyZqPvwdp5cruEduhpNrBCwfajAIgFjMLB28yVbBLpAi7eiYTT4fGW1sIJhthGSdtGyzCYafpT9Q1cvwUw-b2PrJ7g2YnWnBithzYv_4UgX3IdDZE_hisbGJvsE5OYmgeK6ztWMUstKoq_jYlzvndPdBqE0nzM_n7Rz-DLOLu75bwwdi0KwY8JmYkKBfxuVPKLnCb_2G14KdMH8bjMgSSFf1EEwy6jRvBtKVKI9CUCC9HXPq2FB8g7AKkpMDvs-qOMuPOHdnTjMoUdLzL-t3ENwGfvBwvFRYSpd7r2AxK_BypY1B2Kd4TyGwQU6cGUuTTwrY802bSXUrhPjbZXi9U9PbtR2VIpE2262T9pKwVytlSCmhAu45djqghjbmVo-NV8Ler5juDWOTZLRIZu1CRjG5ouysxZk4ZJaFy06BuI6eh-6b7WrHqp7YFjVz_qyGKoakZ_7WJs6cjjhmy4SVpSoBx_gMFK1pguP9kELL3hMKg-f9TTyIXhgLpJ666XWvy2Lpu_RzxIV36j_XWC8prFvKaUiuGR4mlhfV129vbCES3PQgjnbIRRt3k4JxozuvhaWoY8fhokRdCeMo3jo_QylAxqFEanZIleZOXNPsolZHoXA', 'width': 2268}]",ChIJ6_9by6vbfkcRzkJUCb45AWc,"{'compound_code': '9VVG+89 Padua, Province of Padua, Italy', 'global_code': '8FQH9VVG+89'}",3.9,ChIJ6_9by6vbfkcRzkJUCb45AWc,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",69.0,"Via Marghera, Padova",,True
633,OPERATIONAL,"{'location': {'lat': 45.39625789999999, 'lng': 11.8736486}, 'viewport': {'northeast': {'lat': 45.3976303302915, 'lng': 11.8749215302915}, 'southwest': {'lat': 45.3949323697085, 'lng': 11.8722235697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,All'Appiani,{'open_now': False},"[{'height': 3216, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106543029938933965075"">All&#39;Appiani</a>'], 'photo_reference': 'ATKogpeqvCW5shhW235mwg0Gz6N34dmmd9ad9rE-hiiR_o4AaI7kCag3m69T2N-x0WKKJP2J0Tp7JZZpeDbciBgAXbUdOmsdM8Szn00jCnhybaZU3SEddyLqVYJCslBdRg2_IQuChc6WM91SsT--ekAQBPsSLubN5PuQNVwd7M8aFfXaKYHfu4Gm_swnncHjXZUUTntDz3WaxjRemZsZ2hB9q4NO5Dj7Yp4KwcdU0pEcZ_gpm4AjlgeLR2RALqZTDD9rC4nonMJiXXFSQXRrPHSkiMozaPEgK5SQSPierKYii5BHEJiwmFTXu4jKTwCHYWRjNNoAlWUpY38', 'width': 4288}]",ChIJm_W6Zq7bfkcRzjc6YGVC4P8,"{'compound_code': '9VWF+GF Padua, Province of Padua, Italy', 'global_code': '8FQH9VWF+GF'}",4.1,ChIJm_W6Zq7bfkcRzjc6YGVC4P8,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",252.0,"Corso Vittorio Emanuele II, 93, Padova",1.0,
634,OPERATIONAL,"{'location': {'lat': 45.38853750000001, 'lng': 11.8694814}, 'viewport': {'northeast': {'lat': 45.3898711302915, 'lng': 11.8708439302915}, 'southwest': {'lat': 45.3871731697085, 'lng': 11.8681459697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Bar Asso Padova,{'open_now': False},"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110836779477723140753"">Davide D&#39;Ambrosio</a>'], 'photo_reference': 'ATKogpfvzUvxvac7e7lcBThzPU1Mf1tCCInpbx2BiH0lkYDLWM6MnXTLLK8gBZgF5KG-JtuWKiNeUp3k3J-GbEgRFrh9P1BGqoowhK3VdCjNi-LIhSY9OFRR5JRvLdQKBcseuuyunnRKyi6Sa4mRaqoSYxiLRPAsCCm1TknxdscVU--0D4InosEBFqVixD8FeMKK-Xc_udRBtyFkXlxXR4CANnmRBrOGuRvnxs-OoqPAVBUn1ZNF3BCRL2T3QBEG-6WeoTXLviVYGaqgY9EQt9CD3SdwhzhIppjWkdN7-kT5VSyoWCBdSSUaqw65l8kow-W_M5b5m2MCkjzwK3Jc29Kq27gOSbSw6AU-w4oxGC91IyJPEJ6QOslEcyFf2dHdVVAGN6mh6oC1BsKZROxNbcto85WV63Yu1v9BVjNGU9kXgSVn6PGRcytwWJtAaeIqzt_EnTde5206e59GXqN_7DjR-bJhWj0TgQ8q26KulnPprsRt0TMZ-fUikh4kcGK034XPGTvPV2obUP6zq2rxugydQmJC7CW_XVM4ZNlHt0FsnAhvRL3_fztQeDemYOOOCfrsoWnIOxcLfPht6LsxeMzkYrsZyPF8j9DsY8GHYKxl6S0l-HN63VfdEAwKxgShx4UDbQppXlxb', 'width': 4032}]",ChIJK_DecqXbfkcRJK5wNvnsH5I,"{'compound_code': '9VQ9+CQ Padua, Province of Padua, Italy', 'global_code': '8FQH9VQ9+CQ'}",4.5,ChIJK_DecqXbfkcRJK5wNvnsH5I,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",11.0,"Viale Felice Cavallotti, 29A, Padova",,
636,OPERATIONAL,"{'location': {'lat': 45.39791109999999, 'lng': 11.8785629}, 'viewport': {'northeast': {'lat': 45.3992258302915, 'lng': 11.8797721302915}, 'southwest': {'lat': 45.3965278697085, 'lng': 11.8770741697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Zairo,{'open_now': False},"[{'height': 1360, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104645138893547650198"">St Hayashi</a>'], 'photo_reference': 'ATKogpdJAE6DyeJf6XCpeH6G2NBIa5kZ72B7BrmIpt2d2YI9utcNZwF5vISVv2IJIphN7rFMjhP8UBaIjJZRvg7guqwX-6uroP1pJzEOpslv_HXq6g-x8wunIKqAj5reY1jaF9D_42vIvnISFGhdXvVUxNP0CKZmlUL3fKwdXdcis_5XPcy5Xz2Qla1zzX5uyaGi7wxQYZTyoZh1y4sliz2tmCmV1sbo7k23ua4WxlVU4U6IBmFmHJirNeIPXp6A1Fc8xB8NKjHpzbB8pkXMtnLKES9Sf9x_daffNqvZeV4Ox21s99IKrC-rfJo68LmpZlZnzXzfu1b9N9dZ9uSvUrEZdmr_YIJjYdS_5AuWZvSU1czo7rJ4DeBYPNg85LwPczYLy6oX4sfl-VW3FshBOhlj3TzIa-BopFq01etSBPaI0W6W8UeTzN8tiV9yDM-4M0aAm623O1wJ58ujc65LFqgOwlax9jTR9YBWpoKgUsAkcZ83ZGV6Vy1gHjMLmMrUocYb9Trd3CjdhVNV-0_Hnj0STvjZfVu5q455FJeRjouz8diuushdrzGMQiKq_Tfu83pldfywvY4mQDbnQq0nP76ZVRgSqzdGV9oNre7pnoqtb-2kcrY4kMqv65ACdnFcjTCoX3AlTA', 'width': 2048}]",ChIJEeD7SKvbfkcRqo0NAH0k_u8,"{'compound_code': '9VXH+5C Padua, Province of Padua, Italy', 'global_code': '8FQH9VXH+5C'}",4.2,ChIJEeD7SKvbfkcRqo0NAH0k_u8,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",2681.0,"Prato della Valle, 51, Padova",2.0,
639,OPERATIONAL,"{'location': {'lat': 45.397555, 'lng': 11.874138}, 'viewport': {'northeast': {'lat': 45.3988858302915, 'lng': 11.8755458302915}, 'southwest': {'lat': 45.39618786970851, 'lng': 11.8728478697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Orsucci,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110465965352631070951"">Robye</a>'], 'photo_reference': 'ATKogpfKj6XCy4rVo2IxX4ChhyBOCOHImEnd2Iv-IazaOO9u25MbaC2Ss9afxSCBuWvI2r2OTghfMnY49YrgAiKOCXeJbFwc71ExwnjIwHEbrOV9nvFfoTgpdO86UBjZIhzP6IBPq-S1S3mxIccoghB3LcqeRb9sx9AiLOouHWPiWK9SE2oYfHqE1ETKtL7aecqHnLSMM4PNS-OZngj71EqIFFhHW7X4tNbwlvhR48_-4fyd1_f783zgD1ojbX766ec0HMA7PH84BNdfJaXtVcHsHRRv5VFGlgkYGwBz9tGzWrovUbEJaF5Fm8AK2e3-gNnVccVppbTObPmQL8hhyk2pTJN3kBs_k_JMB-vS3efIU0Qk-1cGjb1qEHHHCKNfCZTYsZlY6MGACt7PrM-qYcfiKv8eVyJGMh4x7_UmgctVVmTjRnveUyxUhxSjZ0QQYRTcKNeKukuzqS5lDI55ebcCIHxHrT40EReRH8Nx_10FmpJneM9ZJBzXVO0rZ2-Ws_FbJ_AwoJhQuxGZMPdmQ3illJue5YAJFiqQNAydeBL9KTVGOrSwKGfcMJr-xm-EkvQrzqfghJxPxP73hZSa2-dgz86qe-SI-0l3YxOYTvH_OSWmmSIuj8GhNz5Pg4G462yr', 'width': 1080}]",ChIJ52EB3KzbfkcRLv8hMLP1IA8,"{'compound_code': '9VXF+2M Padua, Province of Padua, Italy', 'global_code': '8FQH9VXF+2M'}",4.6,ChIJ52EB3KzbfkcRLv8hMLP1IA8,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1139.0,"Corso Vittorio Emanuele II, 18, Padova",1.0,
640,OPERATIONAL,"{'location': {'lat': 45.39704020000001, 'lng': 11.8754675}, 'viewport': {'northeast': {'lat': 45.3983691802915, 'lng': 11.8768809802915}, 'southwest': {'lat': 45.39567121970851, 'lng': 11.8741830197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Terrazza Carducci,{'open_now': True},"[{'height': 1702, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117637860100647157235"">Terrazza Carducci</a>'], 'photo_reference': 'ATKogpdsUJO8dJILC-31RlxQvkI887VskgmWVZGOq8F63HLx9FPXmqzjG393PWdaejp_dE0bUoBiW2-8uJA70eEptMbmZLybeIlqXjgitke_EHuFPMg2DJunwQbaFehcvQZUQxGtKCkm3zbgdWjSWc4jLVhFJ6pUNkf7bhxV3R-UEadFY56PshVPTAdEOzWZRXBsx02I9aIh4v9C38bJzJ0qIGsLWXGimJeV6qUY0dPCI0DDfl8YdzaIDcKV21IOyqQDT8gFu_Bx0-y5SVby1CLhfgOIjYSB1DIbF3smpY0URAe0aZr2lL4R6-jB6IAzk8blKM2U0BenFDk', 'width': 3024}]",ChIJpThkkazbfkcR_ZAfff-TNO4,"{'compound_code': '9VWG+R5 Padua, Province of Padua, Italy', 'global_code': '8FQH9VWG+R5'}",4.4,ChIJpThkkazbfkcR_ZAfff-TNO4,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1118.0,"Via Giosuè Carducci, 2/B, Padova",2.0,
641,OPERATIONAL,"{'location': {'lat': 45.3969583, 'lng': 11.879257}, 'viewport': {'northeast': {'lat': 45.3982507302915, 'lng': 11.8805691302915}, 'southwest': {'lat': 45.3955527697085, 'lng': 11.8778711697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Veganda,{'open_now': True},"[{'height': 915, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107523876706825522030"">Veganda</a>'], 'photo_reference': 'ATKogpeEi9zYPInfisKnC9T6nLN43W8bRCsYuo0mSLUEnpEWWTOtIzz6j2MnNlaPLqj5TXCync5OQP-9xgMydUbxjGwEglhyqPBufr8JVdzJgSEy-RXmGucpdmWbn88-3xKf4SaKGmAPH2ZnEp9u8ihCML8_vAcez946OhXsJsMWMSBWwaY6NRfeu1dW-z57oFcF2OqwIAGEZVmkkvdKnguNzh9drOSufNfOFa4A4O8iPogoV6-2Ij2gHU61seOncnCVGRBmBozbcEsmOPX1bQkCApsQgz8ZOt8nI-m_rtTNkoCaaovbPrt4VP2Ybws1sKsICh_9RW8au1M', 'width': 738}]",ChIJ_3dC4k3afkcRXwGwiT_mJ3U,"{'compound_code': '9VWH+QP Padua, Province of Padua, Italy', 'global_code': '8FQH9VWH+QP'}",4.1,ChIJ_3dC4k3afkcRXwGwiT_mJ3U,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1401.0,"Via Cavazzana, Prato della Valle, 1, Padova",1.0,
642,OPERATIONAL,"{'location': {'lat': 45.39633349999999, 'lng': 11.881289}, 'viewport': {'northeast': {'lat': 45.39773178029149, 'lng': 11.8824510802915}, 'southwest': {'lat': 45.39503381970849, 'lng': 11.8797531197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Osteria19/29,{'open_now': False},"[{'height': 608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106184452729015547565"">Osteria19/29</a>'], 'photo_reference': 'ATKogpcLEmNZP8HliptbnF5K2xBEU8MOf9KmxoKjOxYw0ZYc7yxSLbNg6ZoROivi-QaEYUPuy0Ugb6n9Pi19TnMIfslWv_v4cMCgQvl3v6kaNPuesdw-7I2177glM19h1qOBB4Z7XW49_CZ7-ONcd7wq91zalO9A1oga8OUVcwszWuDGHba-YAkTS1IRuWM1vJ9DAnyrjOjkUiaPzuCYb2fUYG-_g2Kp3OGNYrD-QmTtMqQClLf69hFf_wAVzXXTvKKPgwbfkLvZc4edfBxs30eBEXPEXK8_M0i0jOYdjF9_hcnRMSYJRzp2DOWwUFspUwiwauNoFbMGrSE', 'width': 1080}]",ChIJdxqR22XIfkcR3hkzwGiWIDI,"{'compound_code': '9VWJ+GG Padua, Province of Padua, Italy', 'global_code': '8FQH9VWJ+GG'}",3.9,ChIJdxqR22XIfkcR3hkzwGiWIDI,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",735.0,"Via Cavazzana, 24, Padova",2.0,
